"Station  name","WDCGG ID","GAW Category","Country","Category","Platform","Latitude","Longitude","Altitude","Parameter1","Parameter2","Sampling height","Sampling type","Current Scale","Data period(start)","Data period(end)","Last update","Situation","Measurement method","Sampling frequency","Contributor1","Country1","Contributor2","Country2","END"
"Mauna Loa","MLO519N00-NOAA","Global","United States of America","Stationary","Ground base","19.539","-155.578","3397","VOCs","n-pentane","","flask","","2005-05-11","2015-06-30","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Mauna Loa","MLO519N00-NOAA","Global","United States of America","Stationary","Ground base","19.539","-155.578","3397","VOCs","propane","","flask","","2005-05-11","2015-06-30","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Mex High Altitude Global Climate Observation Center, Mexico","MEX419N00-NOAA","Non-GAW (international)","Mexico","Stationary","Ground base","19.9800","-97.17","4560","VOCs","2-methylbutane","","flask","","2009-01-09","2013-10-17","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Mex High Altitude Global Climate Observation Center, Mexico","MEX419N00-NOAA","Non-GAW (international)","Mexico","Stationary","Ground base","19.9800","-97.17","4560","VOCs","2-methylpropane","","flask","","2009-01-09","2013-10-17","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Mex High Altitude Global Climate Observation Center, Mexico","MEX419N00-NOAA","Non-GAW (international)","Mexico","Stationary","Ground base","19.9800","-97.17","4560","VOCs","ethane","","flask","","2009-01-09","2013-10-17","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Mex High Altitude Global Climate Observation Center, Mexico","MEX419N00-NOAA","Non-GAW (international)","Mexico","Stationary","Ground base","19.9800","-97.17","4560","VOCs","n-butane","","flask","","2009-01-09","2013-10-17","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Mex High Altitude Global Climate Observation Center, Mexico","MEX419N00-NOAA","Non-GAW (international)","Mexico","Stationary","Ground base","19.9800","-97.17","4560","VOCs","n-pentane","","flask","","2009-01-09","2013-10-17","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Mex High Altitude Global Climate Observation Center, Mexico","MEX419N00-NOAA","Non-GAW (international)","Mexico","Stationary","Ground base","19.9800","-97.17","4560","VOCs","propane","","flask","","2009-01-09","2013-10-17","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Mt. Kenya","MKN100S00-NOAA","Global","Kenya","Stationary","Ground base","-0.062","37.297","3678","VOCs","2-methylbutane","","flask","","2006-02-24","2011-06-21","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Mt. Kenya","MKN100S00-NOAA","Global","Kenya","Stationary","Ground base","-0.062","37.297","3678","VOCs","2-methylpropane","","flask","","2006-02-24","2011-06-21","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Mt. Kenya","MKN100S00-NOAA","Global","Kenya","Stationary","Ground base","-0.062","37.297","3678","VOCs","ethane","","flask","","2006-02-24","2011-06-21","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Mt. Kenya","MKN100S00-NOAA","Global","Kenya","Stationary","Ground base","-0.062","37.297","3678","VOCs","n-butane","","flask","","2006-02-24","2011-06-21","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Mt. Kenya","MKN100S00-NOAA","Global","Kenya","Stationary","Ground base","-0.062","37.297","3678","VOCs","n-pentane","","flask","","2006-02-24","2011-06-21","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Mt. Kenya","MKN100S00-NOAA","Global","Kenya","Stationary","Ground base","-0.062","37.297","3678","VOCs","propane","","flask","","2006-02-24","2011-06-21","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Natal","NAT306S00-NOAA","Regional","Brazil","Stationary","Ground base","-6","-35.2000007629395","0","VOCs","2-methylbutane","5","flask","","2010-09-21","2013-07-31","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Natal","NAT306S00-NOAA","Regional","Brazil","Stationary","Ground base","-6","-35.2000007629395","0","VOCs","2-methylpropane","5","flask","","2010-09-21","2013-07-31","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Natal","NAT306S00-NOAA","Regional","Brazil","Stationary","Ground base","-6","-35.2000007629395","0","VOCs","ethane","5","flask","","2010-09-21","2013-07-31","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Natal","NAT306S00-NOAA","Regional","Brazil","Stationary","Ground base","-6","-35.2000007629395","0","VOCs","n-butane","5","flask","","2010-09-21","2013-07-31","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Natal","NAT306S00-NOAA","Regional","Brazil","Stationary","Ground base","-6","-35.2000007629395","0","VOCs","n-pentane","5","flask","","2010-09-21","2013-07-31","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Natal","NAT306S00-NOAA","Regional","Brazil","Stationary","Ground base","-6","-35.2000007629395","0","VOCs","propane","5","flask","","2010-09-21","2013-07-31","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Ochsenkopf","OXK650N00-NOAA","Contributing","Germany","Stationary","Ground base","50.03","11.8","1185","VOCs","2-methylbutane","","flask","","2006-07-25","2015-05-06","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Ochsenkopf","OXK650N00-NOAA","Contributing","Germany","Stationary","Ground base","50.03","11.8","1185","VOCs","2-methylpropane","","flask","","2006-07-25","2015-05-06","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Ochsenkopf","OXK650N00-NOAA","Contributing","Germany","Stationary","Ground base","50.03","11.8","1185","VOCs","ethane","","flask","","2006-07-25","2015-05-06","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Ochsenkopf","OXK650N00-NOAA","Contributing","Germany","Stationary","Ground base","50.03","11.8","1185","VOCs","n-butane","","flask","","2006-07-25","2015-05-06","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Ochsenkopf","OXK650N00-NOAA","Contributing","Germany","Stationary","Ground base","50.03","11.8","1185","VOCs","n-pentane","","flask","","2006-07-25","2015-05-06","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Ochsenkopf","OXK650N00-NOAA","Contributing","Germany","Stationary","Ground base","50.03","11.8","1185","VOCs","propane","","flask","","2006-07-25","2015-05-06","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Pallas-Sammaltunturi","PAL667N00-NOAA","Global","Finland","Stationary","Ground base","67.97","24.12","560","VOCs","2-methylbutane","","flask","","2006-01-20","2015-06-26","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Pallas-Sammaltunturi","PAL667N00-NOAA","Global","Finland","Stationary","Ground base","67.97","24.12","560","VOCs","2-methylpropane","","flask","","2006-01-20","2015-06-26","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Pallas-Sammaltunturi","PAL667N00-NOAA","Global","Finland","Stationary","Ground base","67.97","24.12","560","VOCs","ethane","","flask","","2006-01-20","2015-06-26","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Pallas-Sammaltunturi","PAL667N00-NOAA","Global","Finland","Stationary","Ground base","67.97","24.12","560","VOCs","n-butane","","flask","","2006-01-20","2015-06-26","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Pallas-Sammaltunturi","PAL667N00-NOAA","Global","Finland","Stationary","Ground base","67.97","24.12","560","VOCs","n-pentane","","flask","","2006-01-20","2015-06-26","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Pallas-Sammaltunturi","PAL667N00-NOAA","Global","Finland","Stationary","Ground base","67.97","24.12","560","VOCs","propane","","flask","","2006-01-20","2015-06-26","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Palmer Station","PSA764S00-NOAA","Regional","United States of America","Stationary","Ground base","-64.92","-64","10","VOCs","2-methylbutane","","flask","","2005-09-14","2015-06-02","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Palmer Station","PSA764S00-NOAA","Regional","United States of America","Stationary","Ground base","-64.92","-64","10","VOCs","2-methylpropane","","flask","","2005-09-14","2015-06-02","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Palmer Station","PSA764S00-NOAA","Regional","United States of America","Stationary","Ground base","-64.92","-64","10","VOCs","ethane","","flask","","2005-09-14","2015-06-02","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Palmer Station","PSA764S00-NOAA","Regional","United States of America","Stationary","Ground base","-64.92","-64","10","VOCs","n-butane","","flask","","2005-09-14","2015-06-02","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Palmer Station","PSA764S00-NOAA","Regional","United States of America","Stationary","Ground base","-64.92","-64","10","VOCs","n-pentane","","flask","","2005-09-14","2015-06-02","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Palmer Station","PSA764S00-NOAA","Regional","United States of America","Stationary","Ground base","-64.92","-64","10","VOCs","propane","","flask","","2005-09-14","2015-06-02","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Park Falls","LEF445N00-NOAA","Regional","United States of America","Stationary","Ground base","45.92","-90.27","868","VOCs","2-methylbutane","","flask","","2005-11-23","2015-06-24","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Park Falls","LEF445N00-NOAA","Regional","United States of America","Stationary","Ground base","45.92","-90.27","868","VOCs","2-methylpropane","","flask","","2005-11-23","2015-06-24","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Park Falls","LEF445N00-NOAA","Regional","United States of America","Stationary","Ground base","45.92","-90.27","868","VOCs","ethane","","flask","","2005-11-23","2015-06-24","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Park Falls","LEF445N00-NOAA","Regional","United States of America","Stationary","Ground base","45.92","-90.27","868","VOCs","n-butane","","flask","","2005-11-23","2015-06-24","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Park Falls","LEF445N00-NOAA","Regional","United States of America","Stationary","Ground base","45.92","-90.27","868","VOCs","n-pentane","","flask","","2005-11-23","2015-06-24","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Park Falls","LEF445N00-NOAA","Regional","United States of America","Stationary","Ground base","45.92","-90.27","868","VOCs","propane","","flask","","2005-11-23","2015-06-24","2015-12-03","ongoing","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Pico, Azores","PCO638N00-INSTAAR","","Portugal","Stationary","Ground base","38.470","-28.400","2225.0","VOCs","2-methylbutane","7","continuous","A series of compressed air gas cylinders, cross referenced against INSTAAR Atmospheric Research Laboratory VOC calibration scale which is cross referenced against World Calibration Centre for VOC.	 <br>  <br> Calibration samples are run every 2-3 days. <br>  <br> Blank air from a zero air generator is injected every 1-2 days.","2004-07-27","2014-10-01","2015-10-08","ongoing","Gas Chromatography (FID)","Samples are taken up to six times a day.  A series of VOC calibration standards is used for calibration.  The analytical instrument as been described by  <br>  <br> Tanner D., Helmig D., Hueber J., and Goldan P. (2006) A gas chromatography system for the automated, unattended, and cryogen-free monitoring of C2 to C6 non-methane hydrocarbons in the remote troposphere.  J. Chrom. 1111, 76-88.","Institute of Arctic and Alpine Research, University of Colorado","United States of America"," "," ","END"
"Pico, Azores","PCO638N00-INSTAAR","","Portugal","Stationary","Ground base","38.470","-28.400","2225.0","VOCs","2-methylpropane","7","continuous","A series of compressed air gas cylinders, cross referenced against INSTAAR Atmospheric Research Laboratory VOC calibration scale which is cross referenced against World Calibration Centre for VOC.	 <br>  <br> Calibration samples are run every 2-3 days. <br>  <br> Blank air from a zero air generator is injected every 1-2 days.","2004-07-27","2014-10-01","2015-10-08","ongoing","Gas Chromatography (FID)","Samples are taken up to six times a day.  A series of VOC calibration standards is used for calibration.  The analytical instrument as been described by  <br>  <br> Tanner D., Helmig D., Hueber J., and Goldan P. (2006) A gas chromatography system for the automated, unattended, and cryogen-free monitoring of C2 to C6 non-methane hydrocarbons in the remote troposphere.  J. Chrom. 1111, 76-88.","Institute of Arctic and Alpine Research, University of Colorado","United States of America"," "," ","END"
"Pico, Azores","PCO638N00-INSTAAR","","Portugal","Stationary","Ground base","38.470","-28.400","2225.0","VOCs","acetylene","7","continuous","A series of compressed air gas cylinders, cross referenced against INSTAAR Atmospheric Research Laboratory VOC calibration scale which is cross referenced against World Calibration Centre for VOC.	 <br>  <br> Calibration samples are run every 2-3 days. <br>  <br> Blank air from a zero air generator is injected every 1-2 days.","2004-07-27","2014-10-01","2015-10-08","ongoing","Gas Chromatography (FID)","Samples are taken up to six times a day.  A series of VOC calibration standards is used for calibration.  The analytical instrument as been described by  <br>  <br> Tanner D., Helmig D., Hueber J., and Goldan P. (2006) A gas chromatography system for the automated, unattended, and cryogen-free monitoring of C2 to C6 non-methane hydrocarbons in the remote troposphere.  J. Chrom. 1111, 76-88.","Institute of Arctic and Alpine Research, University of Colorado","United States of America"," "," ","END"
"Pico, Azores","PCO638N00-INSTAAR","","Portugal","Stationary","Ground base","38.470","-28.400","2225.0","VOCs","ethane","7","continuous","A series of compressed air gas cylinders, cross referenced against INSTAAR Atmospheric Research Laboratory VOC calibration scale which is cross referenced against World Calibration Centre for VOC.	 <br>  <br> Calibration samples are run every 2-3 days. <br>  <br> Blank air from a zero air generator is injected every 1-2 days.","2004-07-27","2014-10-01","2015-10-08","ongoing","Gas Chromatography (FID)","Samples are taken up to six times a day.  A series of VOC calibration standards is used for calibration.  The analytical instrument as been described by  <br>  <br> Tanner D., Helmig D., Hueber J., and Goldan P. (2006) A gas chromatography system for the automated, unattended, and cryogen-free monitoring of C2 to C6 non-methane hydrocarbons in the remote troposphere.  J. Chrom. 1111, 76-88.","Institute of Arctic and Alpine Research, University of Colorado","United States of America"," "," ","END"
"Pico, Azores","PCO638N00-INSTAAR","","Portugal","Stationary","Ground base","38.470","-28.400","2225.0","VOCs","n-butane","7","continuous","A series of compressed air gas cylinders, cross referenced against INSTAAR Atmospheric Research Laboratory VOC calibration scale which is cross referenced against World Calibration Centre for VOC.	 <br>  <br> Calibration samples are run every 2-3 days. <br>  <br> Blank air from a zero air generator is injected every 1-2 days.","2004-07-27","2014-10-01","2015-10-08","ongoing","Gas Chromatography (FID)","Samples are taken up to six times a day.  A series of VOC calibration standards is used for calibration.  The analytical instrument as been described by  <br>  <br> Tanner D., Helmig D., Hueber J., and Goldan P. (2006) A gas chromatography system for the automated, unattended, and cryogen-free monitoring of C2 to C6 non-methane hydrocarbons in the remote troposphere.  J. Chrom. 1111, 76-88.","Institute of Arctic and Alpine Research, University of Colorado","United States of America"," "," ","END"
"Pico, Azores","PCO638N00-INSTAAR","","Portugal","Stationary","Ground base","38.470","-28.400","2225.0","VOCs","n-hexane","7","continuous","A series of compressed air gas cylinders, cross referenced against INSTAAR Atmospheric Research Laboratory VOC calibration scale which is cross referenced against World Calibration Centre for VOC.	 <br>  <br> Calibration samples are run every 2-3 days. <br>  <br> Blank air from a zero air generator is injected every 1-2 days.","2004-07-27","2014-10-01","2015-10-08","ongoing","Gas Chromatography (FID)","Samples are taken up to six times a day.  A series of VOC calibration standards is used for calibration.  The analytical instrument as been described by  <br>  <br> Tanner D., Helmig D., Hueber J., and Goldan P. (2006) A gas chromatography system for the automated, unattended, and cryogen-free monitoring of C2 to C6 non-methane hydrocarbons in the remote troposphere.  J. Chrom. 1111, 76-88.","Institute of Arctic and Alpine Research, University of Colorado","United States of America"," "," ","END"
"Pico, Azores","PCO638N00-INSTAAR","","Portugal","Stationary","Ground base","38.470","-28.400","2225.0","VOCs","n-pentane","7","continuous","A series of compressed air gas cylinders, cross referenced against INSTAAR Atmospheric Research Laboratory VOC calibration scale which is cross referenced against World Calibration Centre for VOC.	 <br>  <br> Calibration samples are run every 2-3 days. <br>  <br> Blank air from a zero air generator is injected every 1-2 days.","2004-07-27","2014-10-01","2015-10-08","ongoing","Gas Chromatography (FID)","Samples are taken up to six times a day.  A series of VOC calibration standards is used for calibration.  The analytical instrument as been described by  <br>  <br> Tanner D., Helmig D., Hueber J., and Goldan P. (2006) A gas chromatography system for the automated, unattended, and cryogen-free monitoring of C2 to C6 non-methane hydrocarbons in the remote troposphere.  J. Chrom. 1111, 76-88.","Institute of Arctic and Alpine Research, University of Colorado","United States of America"," "," ","END"
"Pico, Azores","PCO638N00-INSTAAR","","Portugal","Stationary","Ground base","38.470","-28.400","2225.0","VOCs","propane","7","continuous","A series of compressed air gas cylinders, cross referenced against INSTAAR Atmospheric Research Laboratory VOC calibration scale which is cross referenced against World Calibration Centre for VOC.	 <br>  <br> Calibration samples are run every 2-3 days. <br>  <br> Blank air from a zero air generator is injected every 1-2 days.","2004-07-27","2014-10-01","2015-10-08","ongoing","Gas Chromatography (FID)","Samples are taken up to six times a day.  A series of VOC calibration standards is used for calibration.  The analytical instrument as been described by  <br>  <br> Tanner D., Helmig D., Hueber J., and Goldan P. (2006) A gas chromatography system for the automated, unattended, and cryogen-free monitoring of C2 to C6 non-methane hydrocarbons in the remote troposphere.  J. Chrom. 1111, 76-88.","Institute of Arctic and Alpine Research, University of Colorado","United States of America"," "," ","END"
"Pico, Azores","PCO638N00-NOAA","","Portugal","Stationary","Ground base","38.470","-28.400","2225.0","VOCs","2-methylbutane","5","flask","","2010-09-16","2011-07-18","2015-12-03","","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Pico, Azores","PCO638N00-NOAA","","Portugal","Stationary","Ground base","38.470","-28.400","2225.0","VOCs","2-methylpropane","5","flask","","2010-09-16","2011-07-18","2015-12-03","","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Pico, Azores","PCO638N00-NOAA","","Portugal","Stationary","Ground base","38.470","-28.400","2225.0","VOCs","ethane","5","flask","","2010-09-16","2011-07-18","2015-12-03","","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Pico, Azores","PCO638N00-NOAA","","Portugal","Stationary","Ground base","38.470","-28.400","2225.0","VOCs","n-butane","5","flask","","2010-09-16","2011-07-18","2015-12-03","","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Pico, Azores","PCO638N00-NOAA","","Portugal","Stationary","Ground base","38.470","-28.400","2225.0","VOCs","n-pentane","5","flask","","2010-09-16","2011-07-18","2015-12-03","","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Pico, Azores","PCO638N00-NOAA","","Portugal","Stationary","Ground base","38.470","-28.400","2225.0","VOCs","propane","5","flask","","2010-09-16","2011-07-18","2015-12-03","","Gas Chromatography (FID)","","Earth System Research Laboratory, NOAA","United States of America"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","1,3-butadiene","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","2-methyl-1,3-butadiene","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","2-methylbutane","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","2-methylpropane","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","acetylene","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","benzene","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","butenes","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","ethane","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","ethene","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","ethylbenzene","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","methylhexanes","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","methylpentanes","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","n-butane","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","n-hexane","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","n-pentane","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","o-xylene","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","p,m-xylene","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","pentenes","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","propane","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
"Rigi","RIG646N00-EMPA","Regional","Switzerland","Stationary","Ground base","46.07","8.45","1031","VOCs","propene","5","continuous","NPL-30 VOC component mixture in the range of ~4 ppb","2001-07-01","2014-12-31","2015-09-28","ongoing","Gas Chromatography (FID)","2-hour","Swiss Federal Laboratories for Materials Testing and Research","Switzerland"," "," ","END"
